,id,url,title,description,theme,publisher,keywords
534,population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-lieu-de-travail-et-@82-opendata-occitanie,https://data.opendatasoft.com/explore/dataset/population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-lieu-de-travail-et-@82-opendata-occitanie/information/,"Population active de 15 ans ou plus ayant un emploi par sexe, lieu de travail et moyen de transport  - 2016","<p>Ce jeu de donnée détaille le nombre de personnes travaillant dans chaque commune en les distinguant par : </p><p>- Proximité de la commune de résidence</p><p>- Sexe</p><p>- Moyen de transport </p><p>Ces résultats sont issus du recensement 2016.</p><p>Le recensement de la population permet de connaître la diversité et l'évolution de la population de la France. L’Insee fournit ainsi des statistiques sur les habitants et les logements, leur nombre et leurs caractéristiques : répartition par sexe et âge, professions, conditions de logement, modes de transport, déplacements domicile-travail, etc.</p><p>Les effectifs supérieurs à 500 peuvent normalement être utilisés en toute confiance. Les effectifs inférieurs à 200 doivent être maniés avec précaution, car, en raison de l'imprécision liée au sondage, ils peuvent ne pas être significatifs. Les comparaisons entre territoires de petites tailles sont à proscrire.</p><p>Pour des zones de moins de 2 000 habitants, il est recommandé de ne pas utiliser les données issues de l'exploitation complémentaire.</p><p>Pour plus d'information méthodologique, vous pouvez consulter les fiches ""Conseils pour l'utilisation des résultats du recensement"" en cliquant sur le lien ci-dessous.</p><p>Ces fiches présentent les caractéristiques nouvelles du recensement de la population et traitent de leurs conséquences sur l'utilisation des données. Elles précisent en particulier les changements affectant les principales variables statistiques et leur comparabilité avec les recensements précédents</p>",['Données territoriales'],INSEE,"['Transport', 'Travail', 'Démographie', 'Recensement']"
535,donnees-hospitalieres-relatives-a-lepidemie-de-covid-19-en-france@guadeloupe,https://data.opendatasoft.com/explore/dataset/donnees-hospitalieres-relatives-a-lepidemie-de-covid-19-en-france@guadeloupe/information/,Données hospitalières relatives à l'épidémie de COVID-19 en Guadeloupe,"<p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style='color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px;'>Santé publique France a pour mission d'améliorer et de protéger la santé des populations. Durant la crise sanitaire liée à l'épidémie du COVID-19, Santé publique France se charge de surveiller et comprendre la dynamique de l'épidémie, d'anticiper les différents scénarii et de mettre en place des actions pour prévenir et limiter la transmission de ce virus sur le territoire national.     </span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px; font-weight: 700;"">Les données hospitalières quotidiennes relatives à l'épidémie du COVID-19 par département et sexe du patient</span><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;""> : nombre de patients hospitalisés, nombre de personnes actuellement en réanimation ou soins intensifs, nombre cumulé de personnes retournées à domicile, nombre cumulé de personnes décédées.</span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Pour certains patients, le sexe n'a pas été identifié dans la base de données. Ce qui peut induire un décalage entre la somme H/F d'un indicateur et le nombre total de cet indicateur.<span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;""><br></span></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""font-family: inherit; caret-color: rgb(51, 51, 51); font-size: 14px;"">Les code régions et iso 3166-1 des zones ont été rajoutés.<br></span><br></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); font-size: 14px; font-weight: bold;"">Attention : données en cours de constitution. Peut comporter des anomalies ou des donnés manquantes.</span></p>",['Santé'],Santé Publique France,"['coronavirus', 'covid19', 'épidémie', 'pandémie', 'hôpital']"
536,jaarlijkse-instroom-per-geslacht@digitalwallonia,https://data.opendatasoft.com/explore/dataset/jaarlijkse-instroom-per-geslacht@digitalwallonia/information/,Monthly inflow by gender,"Monthly number of employees hired, broken down by gender.Disclaimer : The statistics in this dataset are presented on a monthly basis, but are updated every morning after internal recalculations. It is therefore possible that the figures vary slightly, both for the current period - if given - and for previous periods.",['Mobility'],Infrabel,"['train', 'Human resources']"
537,population_mouv_indic_tbminstbmisorties@digitalwallonia,https://data.opendatasoft.com/explore/dataset/population_mouv_indic_tbminstbmisorties@digitalwallonia/information/,Namur - Mouvement de population - Taux brut des Sorties au sein du quartier ou vers un autre quartier de la commune,"<p>Statistiques Population de Namur - <span style=""font-weight: bolder;"">Mouvement de population - indicateur : Mutations internes - Sorties au sein d'un même quartier ou vers un autre quartier de la commune  avec distinction Hommes et Femmes par quartier</span>. Chiffres collectés au 1er janvier de chaque année depuis 1985.<span style=""font-family: inherit; font-size: 0.875rem;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet </span><a href=""https://data.namur.be/pages/statistiquesaccueil/"" style=""background-color: rgb(255, 255, 255); font-family: sans-serif; font-size: 0.875rem; font-weight: 400;"">O</a><span style=""font-family: inherit; font-size: 0.875rem;"">bservatoire démographique de l’OPENDATA de la commune de Namur.</span><br/></p>",['Administration and Public Services'],Ville de Namur,"['Statistique', 'Mouvements de population', 'Sorties', 'Indicateur', 'Quartier', 'Mutation', 'StatExport', 'StatExportMouvement']"
538,effectifs-d-eleves-par-niveau-sexe-langues-vivantes-1-et-2-les-plus-frequentes-1@soissons,https://data.opendatasoft.com/explore/dataset/effectifs-d-eleves-par-niveau-sexe-langues-vivantes-1-et-2-les-plus-frequentes-1@soissons/information/,"Effectifs d’élèves par niveau, sexe, langues vivantes 1 et 2 les plus fréquentes, par lycée professionnel – GrandSoissons Agglomération","Ce jeu de données contient les effectifs des lycées professionels par niveau, sexe, principales langues vivantes 1 et langues vivantes 2, observés au début du mois d’octobre de chaque année. Dernière observation le 01/10/2022.<p><br/></p>","['Éducation, Formation, Recherche, Enseignement']",DEPP – Ministère de l’éducation nationale et de la jeunesse,"['établissements', 'élèves', 'lycées professionnels', 'langues vivantes']"
539,verdeling-man-vrouw-van-het-personeel@digitalwallonia,https://data.opendatasoft.com/explore/dataset/verdeling-man-vrouw-van-het-personeel@digitalwallonia/information/,Infrabel staff breakdown by gender,"Staff paid by Infrabel, expressed in number of persons and divided by gender.Disclaimer : The statistics in this dataset are presented on a monthly basis, but are updated every morning after internal recalculations. It is therefore possible that the figures differ slightly, both for the current period - if given - and for previous periods.",['Mobility'],Infrabel,"['train', 'Human resources']"
540,population_ec_indic_autre@digitalwallonia,https://data.opendatasoft.com/explore/dataset/population_ec_indic_autre@digitalwallonia/information/,Namur - Population - Etat civil - Part des Autres situations,"<p style=""font-family: sans-serif;"">Statistiques Population de Namur - Pourcentage de la population par situation état civil avec distinction Hommes et Femmes par quartier. Indicateur : <span style=""font-weight: bolder;"">Autres situations que Célibataires, Mariés ou veufs</span> - Chiffres collectés au 1er janvier de chaque année depuis 1985.</p><p style=""font-family: sans-serif;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet <a href=""https://data.namur.be/pages/statistiquesaccueil/"">Observatoire démographique</a> de l’OPENDATA de la commune de Namur. </p>",['Administration and Public Services'],Ville de Namur,"['Statistique', 'StatExport', 'Population', 'Etat civil', 'Quartier', 'Namur', 'Indicateur']"
541,population_age_indic_coeffseniorite@digitalwallonia,https://data.opendatasoft.com/explore/dataset/population_age_indic_coeffseniorite@digitalwallonia/information/,Namur - Population - Groupes d'âges - Coefficient de séniorité,"<p style=""font-family: sans-serif;"">Statistiques Population de Namur - Les grands groupes d'âges avec distinction Hommes et Femmes par quartier. Indicateur : <b>Coefficient de séniorité (La part des personnes âgées de 80 ans et plus parmi l'ensemble des personnes âgées de 60 ans et plus. Formule : Total 80 ans et + / Total 60 ans et +)</b> - Chiffres collectés au 1er janvier de chaque année depuis 1985.</p><p style=""font-family: sans-serif;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet <a href=""https://data.namur.be/pages/statistiquesaccueil/"" style=""color: rgb(35, 82, 124); text-decoration: underline; outline: 0px;"">Observatoire démographique</a> de l’OPENDATA de la commune de Namur. </p>",['Administration and Public Services'],,"['Statistique', 'Age', 'Namur', 'Quartier', 'Population', 'Chiffres', 'Indicateur', 'Démographie', 'Structure de la population', 'StatExport']"
542,namur-menages-individus-taille-menage-chiffres-absolus@digitalwallonia,https://data.opendatasoft.com/explore/dataset/namur-menages-individus-taille-menage-chiffres-absolus@digitalwallonia/information/,Namur - Ménages - Individus selon la taille de leur ménage - Chiffres absolus,"<p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Statistiques Ménages de Namur - par <span style=""font-weight: bolder;"">Individus selon la taille</span><span style=""font-weight: bolder;""> de leur ménage</span> avec distinction Hommes et Femmes, par année et par quartier depuis 1985 - Chiffres absolus répartis par intervalles de 5 ans.</p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Chiffres collectés au 1er janvier de chaque année depuis 1985.</p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet <a href=""https://data.namur.be/pages/statistiquesaccueil/"" style=""color: rgb(35, 82, 124); text-decoration: underline; outline: 0px;"">STATISTIQUES</a> de l’OPENDATA de la commune de Namur</p>",['Administration and Public Services'],Ville de Namur,"['StatExport', 'Statistique', 'Ménage', 'Chiffres', 'Quartier', 'Namur', 'Individu', 'StatExportMenages']"
543,namur-population-etat-civil-marie@digitalwallonia,https://data.opendatasoft.com/explore/dataset/namur-population-etat-civil-marie@digitalwallonia/information/,Namur - Population - Etat civil - Mariés par groupes d'âges quinquennaux et quartier,"<p style=""font-family: sans-serif;"">Statistiques Population de Namur - Situation d'état civil avec distinction Hommes et Femmes, par année et par quartier depuis 1985 - Chiffres absolus répartis par intervalles de 5 en 5 ans (Mariés). Chiffres collectés au 1er janvier de chaque année depuis 1985. </p><p style=""font-family: sans-serif;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet <a href=""https://data.namur.be/pages/statistiquesaccueil/"">STATISTIQUES</a> de l’OPENDATA de la commune de Namur. </p>",['Administration and Public Services'],Ville de Namur,"['Statistique', 'StatExport', 'Population', 'Structure de la population', 'Etat civil', 'Quartier']"
544,population-active-25-54-ans-par-sexe-et-activite-1968-2011@nandy-grandparissud,https://data.opendatasoft.com/explore/dataset/population-active-25-54-ans-par-sexe-et-activite-1968-2011@nandy-grandparissud/information/,Population active 25-54 ans par sexe et activité 1968 - 2011 Grand Paris Sud,"<p class=""deprecation-message"">Ce jeu n'est plus maintenu, vous pouvez utiliser le nouveau jeu de données ""demographyref[tiret]france-pop-active-sexe-activite-commune-millesime"".<br/></p>
<p>Les bases de données présentent aux niveaux départemental et communal  la structure de la population active de 25 à 54 ans selon les  composantes suivantes : la catégorie socioprofessionnelle, le niveau de  diplôme, le sexe et le secteur d'activité.</p><p>Afin d'assurer la comparabilité dans le temps, le champ de la  population n’est pas la population de 15 ans ou plus, mais la population  des 25-54 ans.</p>","['Economy, Business, SME, Economic development, Employment']",INSEE,"['Population', 'population active', 'Sexe']"
545,population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-lieu-de-travail-et-@hautes-pyrenees-occitanie,https://data.opendatasoft.com/explore/dataset/population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-lieu-de-travail-et-@hautes-pyrenees-occitanie/information/,"Population active de 15 ans ou plus ayant un emploi par sexe, lieu de travail et moyen de transport - 2021","<p style=""font-family: Roboto, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style='color: rgb(15, 65, 122); font-family: ""Open Sans"", Arial, Helvetica, sans-serif; font-size: 13px; font-weight: 800; text-align: center;'>Population active de 15 ans ou plus ayant un emploi par sexe, lieu de travail et moyen de transport</span><br></p>",['Routes / Transports'],INSEE,"['Transport', 'Travail', 'Démographie', 'Recensement', 'Communes', 'EPCI']"
546,population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-age-et-categorie-so@lisses-grandparissud,https://data.opendatasoft.com/explore/dataset/population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-age-et-categorie-so@lisses-grandparissud/information/,"Population active de 15 ans ou plus ayant un emploi par sexe, âge et catégorie socioprofessionnelle en 2015","<p class=""deprecation-message"">
Ce jeu n'est plus maintenu, vous pouvez utiliser <a href=""https://public.opendatasoft.com/explore/dataset/demographyref-france-pop-active-sexe-activite-commune-millesime"" target=""_blank"">ce nouveau jeu de données</a> ou <a href=""https://public.opendatasoft.com/explore/dataset/demographyref-france-pop-active-csp-activite-commune-millesime"" target=""_blank"">celui-ci</a>.<br/>
</p><p>Les données 2015 sont diffusées selon la géographie en vigueur au 1 <sup style=""background-color: initial;"">er</sup> janvier 2017.</p><p>Ces tableaux sont disponibles au niveau commune (y compris arrondissements municipaux) et permettent de procéder à des regroupements personnalisés de territoires.</p>","['Services, Social']",INSEE,"['population active', 'categorie', 'socio-professionnel']"
547,population-15-years-and-above-by-sex-labour-force-participation-and-marital-stat@bahrain,https://data.opendatasoft.com/explore/dataset/population-15-years-and-above-by-sex-labour-force-participation-and-marital-stat@bahrain/information/,"Population (15 Years & Above) by Sex, Labour Force Participation and Marital Status - Census 2020","<p>Population (15 Years &amp; Above) by Sex, Labour Force Participation and Marital Status<br/></p>",['Labor Force'],Information & eGovernment Authority,['Census 2020']
548,population-scolarisee-et-non-scolarisee-par-age-et-sexe-2012@etiolles-grandparissud,https://data.opendatasoft.com/explore/dataset/population-scolarisee-et-non-scolarisee-par-age-et-sexe-2012@etiolles-grandparissud/information/,Population scolarisée et non scolarisée par age et sexe - 2012,<p>Structure par sexe et âge de la population scolarisée et population de  15 ans ou plus non scolarisée selon le diplôme le plus élevé obtenu.</p>,"['Education, Training, Research, Teaching']",INSEE,"['Population', 'scolarisee', 'diplome']"
549,donnees-relatives-aux-tests-de-depistage-de-covid-19-realises-en-laboratoire-de-@occitanie,https://data.opendatasoft.com/explore/dataset/donnees-relatives-aux-tests-de-depistage-de-covid-19-realises-en-laboratoire-de-@occitanie/information/,Données relatives aux tests de dépistage de COVID-19 réalisés en laboratoire de ville en Occitanie,"<p>Santé publique France a pour mission d'améliorer et de protéger la santé des populations. Durant la crise sanitaire liée à l'épidémie du COVID-19, Santé publique France se charge de surveiller et comprendre la dynamique de l'épidémie, d'anticiper les différents scénarii et de mettre en place des actions pour prévenir et limiter la transmission de ce virus sur le territoire national.     </p><p>Les données sont à l'échelle département sur la France métropolitaine et outre-mer.</p><p>Ce jeu de données présente le nombre de tests de dépistage du COVID-19 réalisés par les laboratoires de villes, par département et par sexe (Nombre de tests réalisés et nombre de tests positifs)</p><p><b>Enrichissement</b></p><ul><li>les nombres de tests négatifs par sexe et tranche d'âge</li><li>les codes iso-3166 et les localisations géographiques ont été rajoutées</li></ul><p><b>Mode de production des données</b></p><p>Le système de surveillance, appelé 3labos, repose sur la remontée automatisée des données individuelles de trois laboratoires centralisateurs de prélèvements (France métropolitaine et DOM) : Eurofins Biomnis et Cerba. Les objectifs de ce système de surveillance sont le suivi des tendances temporo-spatiales de maladies infectieuses ciblées, la contribution à l’investigation d’épidémies et l’apport de données complémentaires aux systèmes de surveillance existants.</p><p>Dans le cadre de l'épidémie de COVID-19, des données sont transmises quotidiennement et incluent le résultat biologique (réalisé par PCR), l’âge, le sexe et le département du patient ou du laboratoire préleveur.</p><p>Les données sont transmises quotidiennement à Santé publique France, avec un certain délai entre la date de prélèvement et la réalisation du test. Ces délais comprennent le temps d’acheminement de l’échantillon, la réalisation du test, le traitement administratif du dossier et son enregistrement dans le système d’information.</p><p><b>Attention : </b></p><p><b>Les données contiennent uniquement les tests réalisés par les laboratoires de ville. Il ne recense pas l’ensemble des tests réalisés en France. </b></p><p><b>Données en cours de constitution. Peut comporter des anomalies.</b></p><p><br/></p>",['Health'],Santé Publique France,"['coronavirus', 'covid19', 'épidémie', 'pandémie', 'test', 'laboratoire']"
550,inventaire-botanique-de-larboretum-du-domaine-departemental-de-la-vallee-aux-lou@datailedefrance,https://data.opendatasoft.com/explore/dataset/inventaire-botanique-de-larboretum-du-domaine-departemental-de-la-vallee-aux-lou@datailedefrance/information/,Inventaire botanique de l'Arboretum du Domaine départemental de la Vallée-aux-loups,"<p>
Inventaire botanique des arbres et arbustes de l'arboretum du Domaine départemental de la Vallée-aux-loups</p><hr/>
<p>
Haut-lieu de l’histoire de l’horticulture française, l’arboretum du Domaine départemental de la Vallée-aux-Loups abrite un patrimoine important d’arbres extraordinaires, souvent centenaires, et notamment le premier cèdre bleu pleureur du monde. La dénomination « arboretum » souligne l’histoire des collections végétales développées par Gustave Croux, pépiniériste implanté sur ces lieux à la fin du 19e siècle. Si aujourd’hui, la gestion du site ne poursuit pas de projet scientifique particulier, le caractère majestueux du patrimoine arboré, la diversité botanique des espèces plantées hérité du 19e siècle et le concept de nouveaux jardins de collection entretient cet esprit d’arboretum et méritait d’être développés.</p><p>
Dans le cadre du plan de gestion quinquennal du domaine départemental de la Vallée-aux-loups, un des axes majeurs retenu est de développer la reconnaissance patrimoniale du site et pour cela de procéder à l’inventaire exhaustif et l’étiquetage des végétaux présentant un intérêt botanique. C’est également pour répondre à une demande récurrente du public et des passionnés de botanique, amateurs et professionnels, que le Département s'est engagé dans cette démarche. Ce projet commencé en 2014, s’est effectué en plusieurs étapes :</p><ul>
	<li>un recensement sur le terrain ;</li>	<li>la vérification taxonomique* : travail de recherche scientifique important, s’appuyant sur de nombreuses sources internationales ayant pour objectif de respecter la classification phylogénétique*</li>	<li>la saisie et la géolocalisation de chaque arbre et arbuste, au sein d’une base de données informatisée ;</li>	<li>l’étiquetage sur le terrain.</li></ul><p>
	<strong>Lexique</strong></p><dl>
	<dt>Classification phylogénétique</dt>	<dd>Classification se basant sur l’étude des origines évolutives d’un groupe d’êtres vivants établie par diverses méthodes fondées sur l’anatomie, la paléontologie, les affinités sérologiques et en date plus récente, la comparaison de la structure moléculaire des ADN qui permet d’établir, de façon absolue, le degré de parenté génétique de deux lignées d’être vivants. Toutes les vérifications sont basées sur la Classification APG III (2009), troisième version de la classification botanique des angiospermes établie par l'Angiosperm Phylogeny Group.<br/>La mise à jour de 2021 a été corrigé en fonction de la classification APG IV (2016), quatrième version de la classification botanique des angiospermes établie par l'Angiosperm Phylogeny Group.</dd>	<dt>Taxon</dt>	<dd>Ensemble d'êtres vivants partageant certaines caractéristiques, à partir desquelles est établie leur classification. Les catégories de la classification biologique, telles que l'espèce, le genre, la famille, l'ordre, la classe ou l'embranchement, sont donc des taxons.</dd>	<dt>Taxonomie</dt>	<dd>Science de la nomenclature des êtres vivants. La taxonomie indique la procédure de leur description comparée, fournit les moyens de les identifier et offre des critères de classement.</dd></dl><p>
	<strong>Observations particulières</strong></p><p>
Pour conserver une trace historique des espèces végétales ayant été plantées sur le domaine, nous avons pris le parti de maintenir au sein de l'inventaire les végétaux ayant dû être abattus.</p><p>
	<strong>Données connexes</strong></p><p>
<a alt=""base de données de référence de toutes les formes de vie sur Terre"" href=""https://www.gbif.org/fr/"" target=""_blank"">gbif.org/fr</a><br/>Le GBIF—Global Biodiversity Information Facility (en français, Système mondial d’information sur la biodiversité)—est un réseau international et une infrastructure de données financés par les gouvernements mondiaux ayant pour but de fournir à tous et partout un accès libre aux données sur toutes les formes de vie sur Terre.<br/><br/>
<a alt=""base de données botanique"" href=""http://www.catalogueoflife.org"" target=""_blank"">catalogueoflife.org</a><br/>Catalogue of Life (COL),  est une base de données de taxinomie visant à recouvrir toutes les espèces vivantes connues, accessible sur Internet. L’intérêt de ce site est de collecter les informations sur une centaine de bases de données spécialisées (par exemple FishBase et ITIS). Ceci permet à Catalogue of Life de présenter en septembre 2020 près de 1 900 000 taxons.<br/><br/>
<a alt=""inventaire national du patrimoine naturel français"" href=""https://inpn.mnhn.fr/accueil/index/"" target=""_blank"">inpn.mnhn.fr</a><br/>Inventaire national du patrimoine naturel français (y compris l'outre-mer).
L’INPN a été initié en 2003 et lancé officiellement en 2005 sur la base des données gérées depuis 1979 par le Secrétariat de la Faune et de la Flore (SFF) du Muséum National d’Histoire Naturelle (MNHN).
<br/><br/>
<a alt=""base de données en ligne sur la flore mondiale"" href=""http://www.plantsoftheworldonline.org/"" target=""_blank"">plantsoftheworldonline.org</a><br/>Lancé en mars 2017 par les Jardins botaniques royaux de Kew,« Plants of the World Online » (POWO) est une base de données en ligne fournissant des informations faisant autorité sur la flore mondiale, recueillies à partir de 250 ans de connaissances botaniques.</p>",['Cadre de vie - environnement'],Département des Hauts-de-Seine,"['Arbres', 'Environnement', 'Espaces naturels', 'Espaces verts', 'Patrimoine', 'Géolocalisation']"
551,population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-age-et-categorie-s0@moissycramayel-grandparissud,https://data.opendatasoft.com/explore/dataset/population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-age-et-categorie-s0@moissycramayel-grandparissud/information/,"Population active de 15 ans ou plus ayant un emploi par sexe, âge et catégorie socioprofessionnelle en 2014","<p class=""deprecation-message"">
Ce jeu n'est plus maintenu, vous pouvez utiliser <a href=""https://public.opendatasoft.com/explore/dataset/demographyref-france-pop-active-sexe-activite-commune-millesime"" target=""_blank"">ce nouveau jeu de données</a> ou <a href=""https://public.opendatasoft.com/explore/dataset/demographyref-france-pop-active-csp-activite-commune-millesime"" target=""_blank"">celui-ci</a>.<br/>
</p><p>Les données 2014 sont diffusées selon la géographie en vigueur au 1 <sup style=""background-color: initial;"">er</sup> janvier 2016.</p><p>Ces tableaux sont disponibles au niveau commune (y compris arrondissements municipaux) et permettent de procéder à des regroupements personnalisés de territoires.</p>","['Services, Social']",INSEE,"['population active', 'categorie', 'socio-professionnel']"
552,population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-age-et-categorie-so@cesson-grandparissud,https://data.opendatasoft.com/explore/dataset/population-active-de-15-ans-ou-plus-ayant-un-emploi-par-sexe-age-et-categorie-so@cesson-grandparissud/information/,"Population active de 15 ans ou plus ayant un emploi par sexe, âge et catégorie socioprofessionnelle en 2015","<p class=""deprecation-message"">
Ce jeu n'est plus maintenu, vous pouvez utiliser <a href=""https://public.opendatasoft.com/explore/dataset/demographyref-france-pop-active-sexe-activite-commune-millesime"" target=""_blank"">ce nouveau jeu de données</a> ou <a href=""https://public.opendatasoft.com/explore/dataset/demographyref-france-pop-active-csp-activite-commune-millesime"" target=""_blank"">celui-ci</a>.<br/>
</p><p>Les données 2015 sont diffusées selon la géographie en vigueur au 1 <sup style=""background-color: initial;"">er</sup> janvier 2017.</p><p>Ces tableaux sont disponibles au niveau commune (y compris arrondissements municipaux) et permettent de procéder à des regroupements personnalisés de territoires.</p>","['Services, Social']",INSEE,"['population active', 'categorie', 'socio-professionnel']"
553,fr-en-dnb-par-sexe-et-par-serie@dataeducation,https://data.opendatasoft.com/explore/dataset/fr-en-dnb-par-sexe-et-par-serie@dataeducation/information/,Diplôme national du brevet par sexe et par série,"<p>Ce jeu de données contient les résultats au diplôme national du 
brevet (DNB) par établissement. Le DNB sanctionne la formation 
secondaire au terme des classes de troisième. Il atteste de la maîtrise 
des compétences du socle commun des connaissances et des compétences, 
depuis la session de 2011. pour les candidats scolaires, l'obtention du 
DNB est liée à la fois à la maîtrise du socle commun et aux résultats 
obtenus aux épreuves de l'examen terminal. Les candidats individuels 
sont évalués par un examen écrit. Depuis 2013, le DNB comporte deux 
séries : la série générale et la série professionnelle. Jusqu'en 2012, 
il comportait trois séries : la série collège, la série technologique et
 la série professionnelle.<br/><br/>Pour en savoir plus :<br/>Notes d'information 19.17 ; 17.07<br/></p>","['Elèves, étudiants, et apprentis', 'Evaluation des élèves', 'Diplômes et examens', 'Diplômes et résultats aux examens']",DEPP – Ministère de l’éducation nationale et de la jeunesse,"['diplôme national du brevet', 'DNB', 'résultats scolaires', 'examens', 'taux de réussite']"
