,dataset_uid,title,description
954,da_ferkmd@parisdata,Bilan Social - Temps de travail des effectifs titulaires permanents à temps partiel,"<p>Ce jeu de données répartit les effectifs en activité de fonctionnaires au 31 décembre de chaque année par collectivité (commune, département, et pour 2018 seulement, ville de Paris), par modalité d’exercice de l’activité à temps partiel (quotité de temps partiel), par catégorie hiérarchique, par sexe, par année.</p><p>Il est rappelé que les fonctionnaires parisiens ne sont recrutés que sur des emplois à temps complet. </p><p>Le <strong>bilan social</strong> de la collectivité parisienne fournit, chaque année, les informations quantitatives mais aussi qualitatives sur les ressources humaines de la Ville de Paris. Il retrace l’évolution des principaux indicateurs relatifs à la politique des ressources humaines, qu’il s’agisse des effectifs, des rémunérations, de l’hygiène et de la sécurité, des carrières et de la formation ou encore des conditions de travail et des relations sociales.</p><p>Par anticipation, les jeux de données « Bilan Social » ont intégré la <a href=""https://www.paris.fr/actualites/paris-fusion-de-la-ville-et-du-conseil-departemental-6373"">fusion des collectivité</a> relative à l’<a href=""https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000036585048&amp;dateTexte=&amp;categorieLien=id"">ordonnance n°2018-74</a> dès 2018. Le code <em>Ville de Paris</em> se substitue donc à partir de l’année 2018 aux codes <em>Commune </em>et <em>Département </em>de la colonne Collectivité. </p><p>Ce jeu de données vient en complément du <a href=""https://opendata.paris.fr/explore/dataset/bilan-social-temps_de_travail_des_effectifs_titulaires_permanents/information"" target=""_blank"">Bilan Social - Temps de travail des effectifs titulaires permanents</a>. </p>"
955,da_mg9ms0@cannesdata,Élèves et cours suivis au conservatoire - 2020 / 2021,"<p>Cours suivis par les élèves au sein du Conservatoire Municipal de Musique et Théâtre de Cannes, avec leur genre, leur tranche d'âge, le nom des disciplines suivies, la durée du cours ainsi que le code statistique du Ministère de la Culture.</p><p><i><b>A noter :</b> Les données de l’année 2020 sont à prendre en considération, compte tenu du contexte sanitaire lié à l’épidémie de Covid-19.<br/>En 2020, les musées et espaces d’exposition ainsi que les salles de spectacle sont restés fermés 5 mois, les médiathèques et archives municipales 3 mois et le Conservatoire un peu plus de 4 mois.<br/>Les conditions d’accueil du public à compter de mai 2020 ont été contraintes par des mesures sanitaires limitant les capacités d’accueil</i></p><p><i> 
</i></p>"
956,da_zeqid8@parisdata,Bilan Social - Tranche d'âge détaillées pour 15 corps,"<p style=""font-family: MONTSERRAT-REGULAR, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(7, 31, 50); font-size: 14px;"">Ce jeu de données recense le nombre d'hommes et de femmes dans 15 corps selon leur âge. Les <b>corps </b>regroupent des fonctionnaires soumis à un même ensemble de règles appelé statut particulier qui est fixé par décret ou délibération. </p><p style=""font-family: MONTSERRAT-REGULAR, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(7, 31, 50); font-size: 14px;"">Le <span style=""font-weight: bolder;"">bilan social</span> de la collectivité parisienne fournit, chaque année, les informations quantitatives mais aussi qualitatives sur les ressources humaines de la Ville de Paris. Il retrace l’évolution des principaux indicateurs relatifs à la politique des ressources humaines, qu’il s’agisse des effectifs, des rémunérations, de l’hygiène et de la sécurité, des carrières et de la formation ou encore des conditions de travail et des relations sociales.</p>"
957,da_fsmdr3@parisdata,Bilan Social - Titularisations,"<p>Ce jeu de données recense le nombre de femmes et d'hommes titularisés dans un corps de fonctionnaire au cours d'une année donnée, répartis par collectivité, catégorie hiérarchique et corps. </p><p>Le<b> bilan social</b> de la collectivité parisienne fournit, chaque année, les informations quantitatives mais aussi qualitatives sur les ressources humaines de la Ville de Paris. Il retrace l’évolution des principaux indicateurs relatifs à la politique des ressources humaines, qu’il s’agisse des effectifs, des rémunérations, de l’hygiène et de la sécurité, des carrières et de la formation ou encore des conditions de travail et des relations sociales.</p><p><span style=""color: rgb(7, 31, 50); font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px;"">Par anticipation, les jeux de données « Bilan Social » ont intégré la </span><a href=""https://www.paris.fr/actualites/paris-fusion-de-la-ville-et-du-conseil-departemental-6373"" style='background-color: rgb(255, 255, 255); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; color: rgb(251, 57, 74); font-size: 14px; text-decoration: none; font-weight: 400;'>fusion des collectivité</a><span style=""color: rgb(7, 31, 50); font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px;""> relative à l’</span><a href=""https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000036585048&amp;dateTexte=&amp;categorieLien=id"" style='background-color: rgb(255, 255, 255); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; color: rgb(251, 57, 74); font-size: 14px; text-decoration: none; font-weight: 400;'>ordonnance n°2018-74</a><span style=""color: rgb(7, 31, 50); font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px;""> dès 2018. Le code </span><em style=""font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px; background-color: initial;"">Ville de Paris</em><span style=""color: rgb(7, 31, 50); font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px;""> se substitue donc à partir de l’année 2018 aux codes </span><em style=""font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px; background-color: initial;"">Commune </em><span style=""color: rgb(7, 31, 50); font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px;"">et </span><em style=""font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px; background-color: initial;"">Département </em><span style=""color: rgb(7, 31, 50); font-family: MONTSERRAT-SEMIBOLD, Helvetica, Arial, sans-serif; font-size: 14px;"">de la colonne Collectivité. </span></p>"
958,da_t6owel@nantesmetropole,Nombre annuel de décès à Nantes,"<p>
	Nombre annuel de décès enregistrés à Nantes
</p>
<hr id=""horizontalrule""/>
<p>
	Le jeu donne le nombre annuel de décès ayant lieu sur le territoire de la Ville de Nantes avec une ventilation des données par sexe.
</p>
<p>
	Les données enregistrées se basent sur la date de l'événement et non sur la date d'édiction de l'acte civil.
</p>
<hr/>
<p></p>"
959,da_3vt0zu@opendata-lamayenne-fr-paysdelaloire,"Emploi au lieu de travail selon la catégorie socioprofessionnelle en Mayenne, en 2020","<p><span style=""color: rgb(51, 51, 51); font-family: Roboto, Helvetica, Arial, sans-serif;"">Nombre d'emplois au lieu de travail par commune en 2020 selon la catégorie socioprofessionnelle (en 8 catégories) en Mayenne.</span></p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Géographie communale au 1er janvier 2022.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Catégories socioprofessionnelles :<br/></p><ul style=""color: rgb(51, 51, 51); font-family: Roboto, Helvetica, Arial, sans-serif;""><li>Agriculteurs exploitants</li><li>Artisans, commerçants et chefs d'entreprise</li><li>Cadres et professions intellectuelles supérieures</li><li>Professions Intermédiaires</li><li>Employés</li><li>Ouvriers</li></ul><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Nomenclature CSP : <a href=""https://www.insee.fr/fr/information/2400059"" style=""text-decoration: none; color: rgb(227, 6, 19);"" target=""_blank"">https://www.insee.fr/fr/information/2400059</a><br/></p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Ces résultats sont issus de l'exploitation complémentaire du recensement 2020.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Définitions et fiches conseils thématiques :</p><ul style=""color: rgb(51, 51, 51); font-family: Roboto, Helvetica, Arial, sans-serif;""><li><a href=""https://www.insee.fr/fr/statistiques/fichier/2383177/fiche-activite-emploi-chomage_2022-06.pdf"" style=""text-decoration: none; color: rgb(227, 6, 19);"" target=""_blank"">https://www.insee.fr/fr/statistiques/fichier/2383177/fiche-activite-emploi-chomage_2022-06.pdf</a></li><li><a href=""https://www.insee.fr/fr/information/2383278"" style=""text-decoration: none; color: rgb(227, 6, 19);"">Définitions</a></li></ul><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Le recensement de la population permet de connaître la diversité et l'évolution de la population de la France. L’Insee fournit ainsi des statistiques sur les habitants et les logements, leur nombre et leurs caractéristiques : répartition par sexe et âge, professions, conditions de logement, modes de transport, déplacements domicile-travail, etc.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Les effectifs supérieurs à 500 peuvent normalement être utilisés en toute confiance. Les effectifs inférieurs à 200 doivent être maniés avec précaution, car, en raison de l'imprécision liée au sondage, ils peuvent ne pas être significatifs. Les comparaisons entre territoires de petites tailles sont à proscrire.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Pour des zones de moins de 2 000 habitants, il est recommandé de ne pas utiliser les données issues de l'exploitation complémentaire.</p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Pour plus d'information méthodologique, vous pouvez consulter les fiches ""Conseils pour l'utilisation des résultats du recensement"" en cliquant sur le lien <a href=""https://www.insee.fr/fr/information/2383177"" style=""text-decoration: none; color: rgb(227, 6, 19);"" target=""_blank"">https://www.insee.fr/fr/information/2383177</a></p><p style=""font-family: Roboto, Helvetica, Arial, sans-serif; color: rgb(51, 51, 51);"">Ces fiches présentent les caractéristiques nouvelles du recensement de la population et traitent de leurs conséquences sur l'utilisation des données. Elles précisent en particulier les changements affectant les principales variables statistiques et leur comparabilité avec les recensements précédents.</p>"
960,da_m757w5@mesr,Parcours et réussite des bachelières et bacheliers inscrits pour la première fois en DUT (données consolidées),"<p>
	<i aria-hidden=""true"" class=""fa fa-exclamation-triangle""></i> Ce jeu de données présente les données sur les parcours et réussites en DUT en présentant tous les croisements possibles sur les variables suivantes : spécialité, genre, série ou type de bac, mention et âge au bac. Il existe également <a href=""https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-parcours-et-reussite-des-bacheliers-en-DUT/"" target=""_blank"">un jeu de données présentant ces mêmes données sous forme de données micro-agrégés</a>.</p><p>
	Les indicateurs sont réalisés à partir des données issues du Système d’Information sur le Suivi de l’Etudiant (SISE), qui recense les inscrits (SISE Inscriptions) et les diplômés (SISE-Résultats). Le champ couvre l’ensemble des universités françaises (y compris l’université de Lorraine devenue grand établissement en 2011, l’institut universitaire d’Albi, le CUFR de Mayotte et l’université de Polynésie française mais non compris l’université de Nouvelle Calédonie (données non disponibles en 2015-2016)).</p><p>
	Ces indicateurs sont calculés sur la base des inscriptions administratives, et non d’une présence effective de l’étudiant. Ils peuvent être de ce fait biaisés négativement.</p><h3>Passage en deuxième année en un ou deux ans</h3><h4>DUT</h4><p>
	Le champ des indicateurs est constitué des bacheliers 2014 inscrits en 2014-2015 en première année de DUT dans l’enseignement supérieur public. En sont exclus les étudiants ayant pris une inscription parallèle en Licence, STS ou CPGE.</p><p>
	Les indicateurs sont calculés en rapportant des effectifs d’étudiants :</p><p>
	<strong>Base (dénominateur)</strong> : étudiants du champ inscrits en première année de DUT pendant l’année 2014-2015 ;</p><p>
	<strong>Passage en deuxième année (numérateur)</strong> : étudiants de la base (dénominateur) inscrits, quel que soit l’établissement d’accueil, en deuxième année de DUT : <br/>
	 pendant l’année 2015-2016 (passage en un an) ; 
	<br/>
	 pendant l’année 2016-2017 (passage en deux ans).</p><p>
	Précision sur les inscriptions multiples : si un étudiant est inscrit dans plusieurs établissements pendant les années 2015-2016 ou 2016-2017 et si sa situation n’est pas la même dans ces établissements, c’est la situation la plus favorable qui est retenue (passage en deuxième année puis redoublement puis réorientation).</p><p>
	<strong>Redoublement (numérateur)</strong> : étudiants de la base (dénominateur) réinscrits en première année de DUT pendant l’année 2015-2016, quel que soit l’établissement d’accueil.</p><h3>Obtention du DUT en trois ou quatre ans</h3><p>
	Le champ des indicateurs est constitué des bacheliers 2013 inscrits en 2013-2014 en première année de DUT dans l’enseignement supérieur public. En sont exclus les étudiants ayant pris une inscription parallèle en Licence, STS ou CPGE.</p><p>
	L’indicateur est calculé en rapportant des effectifs d’étudiants :</p><p>
	<strong>Base (dénominateur)</strong> : étudiants du champ inscrit en première année de DUT pendant l’année 2013-2014 ;</p><p>
	<strong>Réussite en 2 ans (numérateur)</strong> : étudiants de la base (dénominateur) ayant obtenu le DUT à la session 2015, que ce soit ou non dans l’établissement ou la spécialité de son inscription en première année ;</p><p>
	<strong>Réussite en 3 ans (numérateur)</strong> : étudiants de la base (dénominateur) ayant obtenu le DUT à la session 2016 (sans l’avoir obtenu à la session 2015), que ce soit ou non dans l’établissement ou la spécialité de son inscription en première année.</p>"
961,da_hkh1so@ampmetropole,Données relatives aux vaccinations par département - Covid-19 - France,"<p>Les données issues du système d’information Vaccin Covid, alimenté par les professionnels de santé réalisant les vaccinations, permettent 
de dénombrer en temps quasi réel (J-1), le nombre de personnes ayant 
reçu une injection de vaccin anti-covid en tenant compte du nombre de 
doses reçues, de l’âge, du sexe ainsi que du niveau géographique 
(national, régional et départemental).</p>
<p>Les premiers indicateurs disponibles en accès libre aujourd’hui concernent le <strong>nombre
 quotidien de personnes ayant reçu au moins une dose, par date 
d’injection (ainsi que ce nombre cumulé), par tranche d'âge et par sexe.</strong></p>
<p><strong>Ils sont présentés ici à l’échelle départementale.</strong></p>
<p>Ces premiers indicateurs seront complétés au fur et à mesure.</p><p>À partir du 2 février :<br></p><p>Ajout des jeux de données concernant les résidents résidents en Ehpad
 (établissement d’accueil pour personnes âgées dépendantes) et USLD 
(unité de soins de longue durée).
</p><p>Les résidents des Ehpad et des USLD ne sont pas identifiés en tant que tels dans la base Vaccin Covid.<br>
Sont définis comme résidents en Ehpad ou en USLD : des personnes 
vaccinées dont le lieu de vaccination est codé «  Ehpad » ou « USLD » ou
 dont le numéro de Finess du lieu de vaccination correspond à un Ehpad 
ou un USLD et âgés de 65 ans et plus ou des personnes vaccinées et 
identifiées à priori par la Cnam comme étant un résident en Ehpad ou en 
USLD.<br>
Les données peuvent être  biaisées notamment en cas d’erreur de codage du lieu de vaccination dans Vaccin Covid.</p>
<p>La remontée des informations de vaccination n'est pas immédiate et les données sont consolidées au fil de l'eau.</p>
<h4>Précaution d’usage des données</h4>
<p>Si les nouvelles injections sont désormais saisies au fil de l’eau 
dans Vaccin Covid, en revanche certaines injections intervenues depuis 
fin décembre n’y ont pas encore été saisies a posteriori dans Vaccin 
Covid. Dans certaines régions, les données Vaccin Covid sont ainsi 
désormais plus complètes que la remontée effectuée par l’ARS, mais dans 
d’autres cela n’est pas encore le cas  - en particulier en Île de 
France, Provence Alpes Côte d’Azur et Auvergne Rhône Alpes. Les données 
qui seront désormais publiées chaque jour par Santé publique France en 
date d’injection permettront de rendre compte de ce rattrapage.</p>
<p>Dans les fichiers départementaux, si une ligne pour un nombre de 
vaccinés à une date donnée est absente, c’est qu’il n’y a pas eu de 
vacciné ce jour-là dans le département.</p><p><b>Enrichissements :</b><br>- ajout des noms de département et de région, des codes région, des codes ISO 3166-3<br>- agrégation des données par tranche d'âge et par sexe : la colonne ""variable"" permet de filtrer sur un des deux découpages ; la colonne ""variable_val"" contient le code de classe d'âge ou de sexe officiel, la colonne ""variable_label"" contient le libellé associé à ce code, tel que décrit dans la documentation.<br></p>"
962,da_2mxt3j@parisdata,Bilan Social - Promotions de grade au choix et par examen professionnel (synthèse),"<p>Ce jeu de données recense par année le nombre d'hommes et de femmes titulaires, d'une part remplissant les conditions pour pouvoir éventuellement bénéficier d'une promotion (promouvables) et d'autre part <span style=""font-size: 0.833rem;"">le nombre d'hommes et de femmes titulaires ayant effectivement bénéficié d'une promotion de grade (soit au choix, soit par examen professionnel). </span></p><p>Le <b>bilan social</b> de la collectivité parisienne fournit, chaque année, les informations quantitatives mais aussi qualitatives sur les ressources humaines de la Ville de Paris. Il retrace l’évolution des principaux indicateurs relatifs à la politique des ressources humaines, qu’il s’agisse des effectifs, des rémunérations, de l’hygiène et de la sécurité, des carrières et de la formation ou encore des conditions de travail et des relations sociales.</p><p>Jeu de données lié à :  <a href=""https://opendata.paris.fr/explore/dataset/promotions-de-grade-suite-a-examen-professionnel/information/"" target=""_blank"">Bilan Social - Promotions de grade suite à examen professionnel (détails)</a> </p>"
963,da_yceyio@datailedefrance,Bénéficiaires du fonds de soutien Cinéma international,"<p>La Région soutient, via cette nouvelle aide sélective dédiée aux projets internationaux, la diversité de la création et contribue à structurer le secteur cinématographique et audiovisuel en Île-de-France.</p><p>Sont éligibles à l'aide : </p><ul><li>Les projets français ou européens représentant 100.000€ minimum de dépenses en Île-de-France</li><li>Tous types d’œuvres de plus de 60 min (fiction, documentaire, animation)</li></ul><p>Il n'y a pas d'obligation de tournage ou de fabrication en Île-de-France. Il n'y a pas d’obligation non plus à ce que la langue du film soit le français.</p><p>Le jeu de données présente la liste des bénéficiaires en 2020 et 2021.<br/>Pour chaque film aidé :</p><ul><li>Titre du film</li><li>Réalisation    </li><li>Production</li><li>Montant de l'aide</li><li>Année de l'aide</li><li>Genre (fiction, documentaire ou animation)<br/><br/></li></ul>"
964,da_gfuck8@datailedefrance,Actions éducatives dans les lycées en 2014-2015,"<p>Le jeu de données présente la liste des lycées participant aux actions éducatives durant l'année scolaire 2014-2015.</p><p>Dans le cadre de sa politique en faveur de la réussite de tous les élèves et dans une visée d’accès à la citoyenneté pour tous, la Région a la responsabilité, aux côtés de l’Etat, de créer les conditions de la réussite au lycée. </p><p>Ainsi, dans la mesure où elle considère que le lycée est un espace et un temps de vie sociale intense, elle a décidé d’agir tant sur le bâti et le fonctionnement que dans le soutien à des projets éducatifs, autour de trois domaines principaux : réussite des élèves, orientation, ouverture culturelle, citoyenneté, égalité femme-homme et mémoire. Le soutien aux projets éducatifs prend la forme d’appels à projets en direction des lycées et des élèves, et de partenariats qui donnent accès aux classes à des actions phares dans l’un ou l’autre de ces domaines.</p>"
965,da_81v3fw@datailedefrance,Bénéficiaires du fonds de soutien audiovisuel (aide à la production),"<p>La Région soutient la production d'œuvres audiovisuelles françaises et étrangères, afin de préserver la diversité de la création et de structurer le secteur cinématographique et audiovisuel en Île-de-France.</p>Sont éligibles à l'aide financière remboursable : <ul><li><b>Œuvres pour la télévision</b></li><ul><li>Œuvres unitaires de fiction, d’animation, ou documentaire de création : 60 minutes minimum ;</li><li>Séries de fiction audiovisuelles : 26 minutes minimum par épisode, durée minimum cumulée de 150 minutes ;</li><li>Séries d’animation : 2 minutes minimum par épisode avec une durée cumulée de 60 minutes au moins. Pour les productions avec des épisodes de 5 minutes et plus, la durée cumulée doit être supérieure à 90 minutes.</li><li>Documentaires en plusieurs parties : 26 minutes minimum par épisode, durée minimum cumulée de 90 minutes<br/><br/></li></ul><li><b>Œuvres destinées aux plateformes internet et aux chaines du web</b></li><ul><li>Web fiction ou animation unitaires : 60 minutes minimum</li><li>Web séries de fiction: 5 minutes minimum par épisode, durée cumulée de 100 minutes minimum;</li><li>Web séries d’animation : 2 minutes minimum par épisode avec une durée cumulée de 60 minutes au moins. Pour les productions avec des épisodes de 5 minutes et plus, la durée cumulée doit être supérieure à 90 minutes.</li></ul></ul><p>Pour chaque production aidée :</p><ul><li>Année de l'attribution de l'aide</li><li>Titre de la production</li><li>Réalisation</li><li>Société de production</li><li>Catégorie de genre (croisement de série + genre)</li><li>Série (oui / non)</li><li>Genre (fiction, animation, documentaire)</li><li>Durée en minutes</li><li>Nombre d'épisode (quand il s'agit d'une série)</li><li>Montant de l'aide</li><li>Nom du premier diffuseur</li></ul><p><br/></p>"
